,V(m/s),alpha(deg),beta(deg),p(deg/s),q(deg/s),r(deg/s),phi(deg),theta(deg)
91.0,13.925490980930865,0.5950760941148108,0.0,0.0,1.7245597900557837e-06,0.0,0.0,1.0415854551382475
92.0,13.925490050639281,0.5950776849298508,0.0,0.0,1.7382538538190232e-06,0.0,0.0,1.0415871865551403
93.0,13.925489124637531,0.5950792882446186,0.0,0.0,1.7518269484212725e-06,0.0,0.0,1.0415889316056322
94.0,13.925488202886196,0.5950809039299506,0.0,0.0,1.7652788351338588e-06,0.0,0.0,1.0415906901686345
95.0,13.92548728534624,0.5950825318565327,0.0,0.0,1.7786092750031337e-06,0.0,0.0,1.04159246212282
96.0,13.925486371978991,0.5950841718949007,0.0,0.0,1.7918180288885696e-06,0.0,0.0,1.0415942473466224
97.0,13.925485462746158,0.5950858239154401,0.0,0.0,1.80490485750108e-06,0.0,0.0,1.041596045718236
98.0,13.925484557609815,0.5950874877883858,0.0,0.0,1.817869521441645e-06,0.0,0.0,1.041597857115616
99.0,13.925483656532403,0.5950891633838229,0.0,0.0,1.8307117812391438e-06,0.0,0.0,1.0415996814164776
100.0,13.925482759476731,0.5950908505716859,0.0,0.0,1.8434313973880767e-06,0.0,0.0,1.0416015184982972
101.0,13.925481866405965,0.595092549221759,0.0,0.0,1.8560281303872786e-06,0.0,0.0,1.0416033682383112
102.0,13.92548097728364,0.5950942592036766,0.0,0.0,1.868501740776514e-06,0.0,0.0,1.041605230513517
103.0,13.925480092073641,0.5950959803869231,0.0,0.0,1.8808519891753291e-06,0.0,0.0,1.0416071052006721
104.0,13.925479210740217,0.5950977126408332,0.0,0.0,1.8930786363199433e-06,0.0,0.0,1.041608992176295
105.0,13.92547833324797,0.5950994558345921,0.0,0.0,1.9051814431010361e-06,0.0,0.0,1.0416108913166646
106.0,13.925477459561849,0.5951012098372359,0.0,0.0,1.9171601706011776e-06,0.0,0.0,1.0416128024978213
107.0,13.92547658964716,0.5951029745176518,0.0,0.0,1.9290145801316967e-06,0.0,0.0,1.0416147255955663
108.0,13.925475723469551,0.5951047497445785,0.0,0.0,1.9407444332704462e-06,0.0,0.0,1.0416166604854626
109.0,13.925474860995024,0.5951065353866064,0.0,0.0,1.95234949189853e-06,0.0,0.0,1.0416186070428346
110.0,13.925474002189919,0.5951083313121784,0.0,0.0,1.9638295182372534e-06,0.0,0.0,1.041620565142769
111.0,13.925473147020918,0.5951101373895901,0.0,0.0,1.975184274885237e-06,0.0,0.0,1.0416225346601147
112.0,13.925472295455048,0.5951119534869902,0.0,0.0,1.9864135248548812e-06,0.0,0.0,1.0416245154694832
113.0,13.925471447459671,0.5951137794723813,0.0,0.0,1.997517031609453e-06,0.0,0.0,1.04162650744525
114.0,13.925470603002484,0.5951156152136204,0.0,0.0,2.008494559099272e-06,0.0,0.0,1.0416285104615535
115.0,13.925469762051522,0.5951174605784194,0.0,0.0,2.0193458717983336e-06,0.0,0.0,1.0416305243922965
116.0,13.925468924575148,0.5951193154343456,0.0,0.0,2.0300707347407504e-06,0.0,0.0,1.041632549111147
117.0,13.925468090542056,0.5951211796488228,0.0,0.0,2.04066891355657e-06,0.0,0.0,1.041634584491538
118.0,13.925467259921271,0.5951230530891317,0.0,0.0,2.051140174508617e-06,0.0,0.0,1.0416366304066682
119.0,13.925466432682144,0.5951249356224106,0.0,0.0,2.0614842845279813e-06,0.0,0.0,1.0416386867295033
120.0,13.92546560879435,0.5951268271156566,0.0,0.0,2.071701011250047e-06,0.0,0.0,1.041640753332776
121.0,13.925464788227883,0.5951287274357256,0.0,0.0,2.0817901230504353e-06,0.0,0.0,1.0416428300889875
122.0,13.925463970953063,0.5951306364493343,0.0,0.0,2.0917513890807406e-06,0.0,0.0,1.041644916870407
123.0,13.925463156940525,0.5951325540230599,0.0,0.0,2.1015845793039438e-06,0.0,0.0,1.0416470135490736
124.0,13.925462346161224,0.5951344800233419,0.0,0.0,2.1112894645301557e-06,0.0,0.0,1.0416491199967972
125.0,13.925461538586427,0.5951364143164827,0.0,0.0,2.1208658164517176e-06,0.0,0.0,1.0416512360851582
126.0,13.925460734187718,0.5951383567686485,0.0,0.0,2.130313407678636e-06,0.0,0.0,1.0416533616855097
127.0,13.925459932936988,0.5951403072458704,0.0,0.0,2.1396320117739586e-06,0.0,0.0,1.0416554966689777
128.0,13.92545913480644,0.5951422656140458,0.0,0.0,2.1488214032883087e-06,0.0,0.0,1.0416576409064624
129.0,13.925458339768586,0.595144231738939,0.0,0.0,2.157881357795291e-06,0.0,0.0,1.0416597942686388
130.0,13.925457547796242,0.5951462054861827,0.0,0.0,2.166811651926415e-06,0.0,0.0,1.041661956625958
131.0,13.925456758862527,0.5951481867212787,0.0,0.0,2.175612063405327e-06,0.0,0.0,1.0416641278486485
132.0,13.925455972940867,0.5951501753095995,0.0,0.0,2.1842823710828217e-06,0.0,0.0,1.041666307806717
133.0,13.925455190004984,0.5951521711163895,0.0,0.0,2.192822354971009e-06,0.0,0.0,1.0416684963699494
134.0,13.9254544100289,0.5951541740067662,0.0,0.0,2.2012317962783133e-06,0.0,0.0,1.0416706934079127
135.0,13.925453632986935,0.5951561838457213,0.0,0.0,2.209510477443059e-06,0.0,0.0,1.0416728987899553
136.0,13.925452858853703,0.5951582004981225,0.0,0.0,2.217658182168048e-06,0.0,0.0,1.0416751123852088
137.0,13.925452087604112,0.5951602238287144,0.0,0.0,2.2256746954542633e-06,0.0,0.0,1.041677334062589
138.0,13.925451319213364,0.5951622537021198,0.0,0.0,2.233559803635211e-06,0.0,0.0,1.0416795636907978
139.0,13.92545055365695,0.595164289982842,0.0,0.0,2.2413132944105926e-06,0.0,0.0,1.0416818011383238
140.0,13.925449790910646,0.5951663325352651,0.0,0.0,2.2489349568798114e-06,0.0,0.0,1.0416840462734438
141.0,13.925449030950519,0.5951683812236562,0.0,0.0,2.256424581575963e-06,0.0,0.0,1.0416862989642248
142.0,13.925448273752918,0.595170435912167,0.0,0.0,2.2637819604987576e-06,0.0,0.0,1.041688559078525
143.0,13.92544751929448,0.5951724964648348,0.0,0.0,2.2710068871482236e-06,0.0,0.0,1.041690826483995
144.0,13.925446767552117,0.5951745627455847,0.0,0.0,2.278099156557956e-06,0.0,0.0,1.04169310104808
145.0,13.925446018503028,0.5951766346182306,0.0,0.0,2.285058565328087e-06,0.0,0.0,1.0416953826380213
146.0,13.925445272124684,0.5951787119464775,0.0,0.0,2.2918849116584877e-06,0.0,0.0,1.0416976711208568
147.0,13.925444528394836,0.5951807945939229,0.0,0.0,2.2985779953813785e-06,0.0,0.0,1.0416999663634239
148.0,13.925443787291512,0.5951828824240583,0.0,0.0,2.3051376179943122e-06,0.0,0.0,1.0417022682323605
149.0,13.92544304879301,0.5951849753002711,0.0,0.0,2.3115635826926996e-06,0.0,0.0,1.041704576594107
150.0,13.9254423128779,0.5951870730858468,0.0,0.0,2.317855694402351e-06,0.0,0.0,1.0417068913149081
151.0,13.925441579525025,0.5951891756439701,0.0,0.0,2.324013759811803e-06,0.0,0.0,1.0417092122608138
152.0,13.925440848713492,0.5951912828377272,0.0,0.0,2.33003758740472e-06,0.0,0.0,1.041711539297682
153.0,13.925440120422682,0.5951933945301073,0.0,0.0,2.335926987491864e-06,0.0,0.0,1.0417138722911794
154.0,13.925439394632233,0.5951955105840052,0.0,0.0,2.34168177224351e-06,0.0,0.0,1.041716211106785
155.0,13.925438671322054,0.5951976308622225,0.0,0.0,2.347301755720758e-06,0.0,0.0,1.04171855560979
156.0,13.925437950472313,0.59519975522747,0.0,0.0,2.3527867539076782e-06,0.0,0.0,1.0417209056653014
157.0,13.92543723206344,0.5952018835423694,0.0,0.0,2.3581365847429966e-06,0.0,0.0,1.041723261138242
158.0,13.92543651607612,0.5952040156694555,0.0,0.0,2.363351068151692e-06,0.0,0.0,1.041725621893355
159.0,13.925435802491302,0.5952061514711782,0.0,0.0,2.3684300260758615e-06,0.0,0.0,1.0417279877952033
160.0,13.925435091290186,0.5952082908099048,0.0,0.0,2.3733732825067462e-06,0.0,0.0,1.0417303587081732
161.0,13.925434382454231,0.5952104335479217,0.0,0.0,2.3781806635151114e-06,0.0,0.0,1.0417327344964764
162.0,13.925433675965145,0.5952125795474369,0.0,0.0,2.3828519972830233e-06,0.0,0.0,1.0417351150241512
163.0,13.92543297180489,0.5952147286705821,0.0,0.0,2.3873871141342266e-06,0.0,0.0,1.0417375001550653
164.0,13.925432269955676,0.5952168807794147,0.0,0.0,2.3917858465649746e-06,0.0,0.0,1.041739889752918
165.0,13.925431570399965,0.5952190357359202,0.0,0.0,2.3960480292748695e-06,0.0,0.0,1.0417422836812418
166.0,13.925430873120462,0.5952211934020144,0.0,0.0,2.4001734991973074e-06,0.0,0.0,1.0417446818034055
167.0,13.925430178100118,0.5952233536395459,0.0,0.0,2.4041620955295875e-06,0.0,0.0,1.0417470839826157
168.0,13.925429485322132,0.5952255163102981,0.0,0.0,2.408013659763417e-06,0.0,0.0,1.0417494900819193
169.0,13.92542879476994,0.5952276812759917,0.0,0.0,2.4117280357149368e-06,0.0,0.0,1.041751899964206
170.0,13.925428106427226,0.5952298483982871,0.0,0.0,2.4153050695548604e-06,0.0,0.0,1.04175431349221
171.0,13.925427420277906,0.5952320175387867,0.0,0.0,2.418744609837891e-06,0.0,0.0,1.0417567305285138
172.0,13.92542673630614,0.5952341885590375,0.0,0.0,2.4220465075329316e-06,0.0,0.0,1.0417591509355488
173.0,13.92542605449632,0.5952363613205335,0.0,0.0,2.425210616052279e-06,0.0,0.0,1.041761574575599
174.0,13.925425374833077,0.5952385356847179,0.0,0.0,2.4282367912813073e-06,0.0,0.0,1.0417640013108032
175.0,13.925424697301276,0.595240711512986,0.0,0.0,2.431124891607433e-06,0.0,0.0,1.0417664310031567
176.0,13.925424021886013,0.5952428886666876,0.0,0.0,2.4338747779497408e-06,0.0,0.0,1.041768863514515
177.0,13.925423348572613,0.5952450670071296,0.0,0.0,2.4364863137877848e-06,0.0,0.0,1.0417712987065957
178.0,13.925422677346635,0.5952472463955787,0.0,0.0,2.438959365190439e-06,0.0,0.0,1.0417737364409811
179.0,13.925422008193863,0.5952494266932634,0.0,0.0,2.441293800844613e-06,0.0,0.0,1.041776176579121
180.0,13.925421341100309,0.5952516077613776,0.0,0.0,2.443489492083826e-06,0.0,0.0,1.0417786189823348
181.0,13.92542067605221,0.5952537894610828,0.0,0.0,2.4455463129170843e-06,0.0,0.0,1.041781063511815
182.0,13.92542001303603,0.5952559716535104,0.0,0.0,2.4474641400567103e-06,0.0,0.0,1.0417835100286295
183.0,13.92541935203845,0.5952581541997654,0.0,0.0,2.449242852946661e-06,0.0,0.0,1.0417859583937237
184.0,13.925418693046376,0.5952603369609281,0.0,0.0,2.4508823337910816e-06,0.0,0.0,1.0417884084679245
185.0,13.925418036046933,0.5952625197980576,0.0,0.0,2.4523824675814407e-06,0.0,0.0,1.041790860111942
186.0,13.925417381027465,0.5952647025721943,0.0,0.0,2.453743142124467e-06,0.0,0.0,1.0417933131863732
187.0,13.925416727975533,0.5952668851443631,0.0,0.0,2.4549642480704538e-06,0.0,0.0,1.0417957675517036
188.0,13.925416076878914,0.5952690673755756,0.0,0.0,2.456045678939594e-06,0.0,0.0,1.041798223068311
189.0,13.9254154277256,0.5952712491268337,0.0,0.0,2.456987331150532e-06,0.0,0.0,1.0418006795964685
190.0,13.925414780503793,0.5952734302591318,0.0,0.0,2.4577891040467442e-06,0.0,0.0,1.0418031369963467
191.0,13.925414135201912,0.5952756106334604,0.0,0.0,2.458450899923565e-06,0.0,0.0,1.0418055951280174
192.0,13.92541349180858,0.5952777901108085,0.0,0.0,2.4589726240555496e-06,0.0,0.0,1.0418080538514558
193.0,13.925412850312636,0.5952799685521672,0.0,0.0,2.459354184722709e-06,0.0,0.0,1.0418105130265443
194.0,13.925412210703122,0.5952821458185321,0.0,0.0,2.459595493237681e-06,0.0,0.0,1.0418129725130745
195.0,13.92541157296929,0.5952843217709065,0.0,0.0,2.4596964639717945e-06,0.0,0.0,1.0418154321707513
196.0,13.925410937100594,0.5952864962703048,0.0,0.0,2.459657014381248e-06,0.0,0.0,1.0418178918591956
197.0,13.925410303086693,0.5952886691777551,0.0,0.0,2.459477065033336e-06,0.0,0.0,1.041820351437947
198.0,13.92540967091745,0.5952908403543027,0.0,0.0,2.459156539632947e-06,0.0,0.0,1.041822810766467
199.0,13.925409040582927,0.5952930096610128,0.0,0.0,2.4586953650476535e-06,0.0,0.0,1.0418252697041432
200.0,13.92540841207339,0.5952951769589743,0.0,0.0,2.458093471333884e-06,0.0,0.0,1.0418277281102908
201.0,13.9254077853793,0.5952973421093021,0.0,0.0,2.457350791762439e-06,0.0,0.0,1.0418301858441572
202.0,13.925407160491314,0.5952995049731411,0.0,0.0,2.456467262843602e-06,0.0,0.0,1.0418326427649245
203.0,13.92540653740029,0.5953016654116691,0.0,0.0,2.4554428243525077e-06,0.0,0.0,1.0418350987317129
204.0,13.92540591609728,0.5953038232860998,0.0,0.0,2.454277419354326e-06,0.0,0.0,1.0418375536035842
205.0,13.925405296573524,0.5953059784576865,0.0,0.0,2.4529709942289506e-06,0.0,0.0,1.0418400072395448
206.0,13.925404678820463,0.5953081307877253,0.0,0.0,2.451523498696036e-06,0.0,0.0,1.0418424594985491
207.0,13.925404062829722,0.595310280137558,0.0,0.0,2.449934885839504e-06,0.0,0.0,1.041844910239503
208.0,13.925403448593121,0.5953124263685762,0.0,0.0,2.4482051121315434e-06,0.0,0.0,1.0418473593212672
209.0,13.925402836102664,0.5953145693422236,0.0,0.0,2.446334137457762e-06,0.0,0.0,1.0418498066026602
210.0,13.925402225350547,0.5953167089200004,0.0,0.0,2.444321925140626e-06,0.0,0.0,1.041852251942463
211.0,13.92540161632915,0.5953188449634662,0.0,0.0,2.442168441963614e-06,0.0,0.0,1.0418546951994203
212.0,13.925401009031038,0.5953209773342434,0.0,0.0,2.4398736581951294e-06,0.0,0.0,1.0418571362322466
213.0,13.92540040344896,0.5953231058940208,0.0,0.0,2.4374375476120233e-06,0.0,0.0,1.0418595748996278
214.0,13.925399799575844,0.5953252305045571,0.0,0.0,2.4348600875232448e-06,0.0,0.0,1.0418620110602252
215.0,13.925399197404808,0.5953273510276841,0.0,0.0,2.43214125879291e-06,0.0,0.0,1.04186444457268
216.0,13.92539859692914,0.5953294673253104,0.0,0.0,2.429281045863595e-06,0.0,0.0,1.0418668752956148
217.0,13.925397998142314,0.5953315792594253,0.0,0.0,2.426279436779392e-06,0.0,0.0,1.0418693030876396
218.0,13.925397401037978,0.5953336866921013,0.0,0.0,2.4231364232085304e-06,0.0,0.0,1.0418717278073535
219.0,13.92539680560996,0.5953357894854988,0.0,0.0,2.4198520004662737e-06,0.0,0.0,1.0418741493133494
220.0,13.92539621185226,0.5953378875018692,0.0,0.0,2.4164261675373975e-06,0.0,0.0,1.0418765674642176
221.0,13.92539561975905,0.5953399806035583,0.0,0.0,2.412858927098181e-06,0.0,0.0,1.0418789821185488
222.0,13.92539502932468,0.5953420686530103,0.0,0.0,2.409150285538899e-06,0.0,0.0,1.0418813931349382
223.0,13.92539444054367,0.5953441515127713,0.0,0.0,2.405300252985696e-06,0.0,0.0,1.0418838003719895
224.0,13.92539385341071,0.5953462290454928,0.0,0.0,2.4013088433226956e-06,0.0,0.0,1.0418862036883183
225.0,13.92539326792066,0.5953483011139358,0.0,0.0,2.397176074213055e-06,0.0,0.0,1.0418886029425563
226.0,13.925392684068546,0.5953503675809739,0.0,0.0,2.392901967120966e-06,0.0,0.0,1.0418909979933542
227.0,13.925392101849564,0.5953524283095978,0.0,0.0,2.388486547332726e-06,0.0,0.0,1.0418933886993862
228.0,13.925391521259073,0.5953544831629182,0.0,0.0,2.3839298439779204e-06,0.0,0.0,1.0418957749193543
229.0,13.925390942292598,0.5953565320041702,0.0,0.0,2.3792318900505525e-06,0.0,0.0,1.0418981565119907
230.0,13.925390364945828,0.5953585746967166,0.0,0.0,2.3743927224292947e-06,0.0,0.0,1.0419005333360631
231.0,13.925389789214615,0.5953606111040524,0.0,0.0,2.369412381898859e-06,0.0,0.0,1.0419029052503779
232.0,13.925389215094969,0.5953626410898076,0.0,0.0,2.3642909131700198e-06,0.0,0.0,1.041905272113784
233.0,13.925388642583064,0.5953646645177519,0.0,0.0,2.3590283648998143e-06,0.0,0.0,1.0419076337851776
234.0,13.925388071675231,0.5953666812517983,0.0,0.0,2.3536247897117663e-06,0.0,0.0,1.041909990123505
235.0,13.925387502367958,0.5953686911560065,0.0,0.0,2.3480802442159434e-06,0.0,0.0,1.0419123409877669
236.0,13.925386934657888,0.5953706940945876,0.0,0.0,2.3423947890282763e-06,0.0,0.0,1.0419146862370234
237.0,13.925386368541826,0.5953726899319075,0.0,0.0,2.3365684887907004e-06,0.0,0.0,1.0419170257303967
238.0,13.925385804016726,0.5953746785324906,0.0,0.0,2.330601412189953e-06,0.0,0.0,1.0419193593270755
239.0,13.925385241079695,0.5953766597610243,0.0,0.0,2.324493631977195e-06,0.0,0.0,1.0419216868863197
240.0,13.925384679727994,0.5953786334823624,0.0,0.0,2.318245224986714e-06,0.0,0.0,1.0419240082674637
241.0,13.925384119959036,0.5953805995615298,0.0,0.0,2.3118562721551472e-06,0.0,0.0,1.041926323329921
242.0,13.92538356177038,0.5953825578637255,0.0,0.0,2.3053268585397425e-06,0.0,0.0,1.0419286319331877
243.0,13.925383005159738,0.5953845082543275,0.0,0.0,2.298657073336897e-06,0.0,0.0,1.0419309339368474
244.0,13.925382450124966,0.5953864505988964,0.0,0.0,2.2918470099008445e-06,0.0,0.0,1.041933229200575
245.0,13.925381896664069,0.5953883847631791,0.0,0.0,2.2848967657611865e-06,0.0,0.0,1.0419355175841403
246.0,13.925381344775198,0.5953903106131136,0.0,0.0,2.2778064426413737e-06,0.0,0.0,1.0419377989474135
247.0,13.925380794456647,0.5953922280148325,0.0,0.0,2.270576146476029e-06,0.0,0.0,1.0419400731503679
248.0,13.925380245706851,0.5953941368346671,0.0,0.0,2.2632059874288083e-06,0.0,0.0,1.0419423400530854
249.0,13.92537969852439,0.5953960369391519,0.0,0.0,2.2556960799093006e-06,0.0,0.0,1.04194459951576
250.0,13.925379152907984,0.5953979281950281,0.0,0.0,2.2480465425907165e-06,0.0,0.0,1.041946851398702
251.0,13.925378608856494,0.5953998104692484,0.0,0.0,2.2402574984266523e-06,0.0,0.0,1.041949095562343
252.0,13.92537806636892,0.5954016836289804,0.0,0.0,2.23232907466788e-06,0.0,0.0,1.041951331867239
253.0,13.925377525444395,0.5954035475416114,0.0,0.0,2.224261402879125e-06,0.0,0.0,1.0419535601740764
254.0,13.925376986082195,0.5954054020747521,0.0,0.0,2.2160546189551823e-06,0.0,0.0,1.041955780343674
255.0,13.92537644828173,0.595407247096241,0.0,0.0,2.2077088631374926e-06,0.0,0.0,1.0419579922369901
256.0,13.925375912042542,0.5954090824741486,0.0,0.0,2.1992242800300007e-06,0.0,0.0,1.0419601957151245
257.0,13.925375377364308,0.5954109080767812,0.0,0.0,2.190601018614965e-06,0.0,0.0,1.041962390639324
258.0,13.925374844246837,0.5954127237726858,0.0,0.0,2.181839232268804e-06,0.0,0.0,1.0419645768709866
259.0,13.92537431269007,0.595414529430654,0.0,0.0,2.1729390787773243e-06,0.0,0.0,1.0419667542716662
260.0,13.925373782694079,0.5954163249197257,0.0,0.0,2.1639007203511365e-06,0.0,0.0,1.041968922703076
261.0,13.92537325425906,0.5954181101091944,0.0,0.0,2.154724323640686e-06,0.0,0.0,1.041971082027094
262.0,13.925372727385344,0.5954198848686106,0.0,0.0,2.1454100597512966e-06,0.0,0.0,1.0419732321057673
263.0,13.925372202073387,0.5954216490677864,0.0,0.0,2.1359581042577708e-06,0.0,0.0,1.0419753728013161
264.0,13.925371678323767,0.5954234025767997,0.0,0.0,2.1263686372184347e-06,0.0,0.0,1.0419775039761385
265.0,13.92537115613719,0.5954251452659988,0.0,0.0,2.116641843190287e-06,0.0,0.0,1.0419796254928149
266.0,13.925370635514488,0.5954268770060062,0.0,0.0,2.1067779112422547e-06,0.0,0.0,1.0419817372141122
267.0,13.925370116456612,0.5954285976677232,0.0,0.0,2.096777034969885e-06,0.0,0.0,1.0419838390029892
268.0,13.925369598964638,0.5954303071223342,0.0,0.0,2.0866394125084153e-06,0.0,0.0,1.0419859307226
269.0,13.925369083039758,0.5954320052413112,0.0,0.0,2.076365246546473e-06,0.0,0.0,1.0419880122362997
270.0,13.925368568683288,0.5954336918964178,0.0,0.0,2.065954744339472e-06,0.0,0.0,1.0419900834076476
271.0,13.925368055896662,0.5954353669597139,0.0,0.0,2.05540811772255e-06,0.0,0.0,1.0419921441004134
272.0,13.92536754468143,0.5954370303035597,0.0,0.0,2.0447255831236544e-06,0.0,0.0,1.0419941941785804
273.0,13.92536703503926,0.5954386818006204,0.0,0.0,2.0339073615761476e-06,0.0,0.0,1.0419962335063506
274.0,13.925366526971933,0.5954403213238706,0.0,0.0,2.022953678731286e-06,0.0,0.0,1.0419982619481496
275.0,13.925366020481349,0.5954419487465984,0.0,0.0,2.01186476487041e-06,0.0,0.0,1.042000279368631
276.0,13.925365515569517,0.59544356394241,0.0,0.0,2.0006408549172445e-06,0.0,0.0,1.0420022856326805
277.0,13.925365012238561,0.5954451667852344,0.0,0.0,1.9892821884497494e-06,0.0,0.0,1.0420042806054217
278.0,13.925364510490715,0.595446757149327,0.0,0.0,1.9777890097116815e-06,0.0,0.0,1.0420062641522199
279.0,13.925364010328323,0.595448334909275,0.0,0.0,1.9661615676239896e-06,0.0,0.0,1.0420082361386866
280.0,13.925363511753842,0.595449899940001,0.0,0.0,1.9544001157963e-06,0.0,0.0,1.0420101964306852
281.0,13.925363014769832,0.5954514521167682,0.0,0.0,1.942504912537787e-06,0.0,0.0,1.0420121448943345
282.0,13.925362519378966,0.5954529913151845,0.0,0.0,1.9304762208682004e-06,0.0,0.0,1.0420140813960141
283.0,13.925362025584018,0.5954545174112066,0.0,0.0,1.9183143085286584e-06,0.0,0.0,1.0420160058023693
284.0,13.92536153338787,0.5954560302811452,0.0,0.0,1.9060194479914713e-06,0.0,0.0,1.042017917980315
285.0,13.925361042793506,0.5954575298016691,0.0,0.0,1.8935919164707746e-06,0.0,0.0,1.0420198177970414
286.0,13.925360553804019,0.5954590158498094,0.0,0.0,1.8810319959328742e-06,0.0,0.0,1.0420217051200182
287.0,13.925360066422597,0.5954604883029647,0.0,0.0,1.868339973105399e-06,0.0,0.0,1.0420235798169992
288.0,13.925359580652533,0.595461947038905,0.0,0.0,1.8555161394872655e-06,0.0,0.0,1.0420254417560275
289.0,13.925359096497221,0.5954633919357762,0.0,0.0,1.842560791357873e-06,0.0,0.0,1.04202729080544
290.0,13.925358613960153,0.5954648228721052,0.0,0.0,1.8294742297867246e-06,0.0,0.0,1.0420291268338724
291.0,13.925358133044918,0.5954662397268039,0.0,0.0,1.8162567606417303e-06,0.0,0.0,1.0420309497102638
292.0,13.925357653755205,0.5954676423791737,0.0,0.0,1.8029086945984789e-06,0.0,0.0,1.0420327593038614
293.0,13.925357176094796,0.5954690307089103,0.0,0.0,1.789430347148521e-06,0.0,0.0,1.0420345554842259
294.0,13.925356700067569,0.5954704045961083,0.0,0.0,1.7758220386077422e-06,0.0,0.0,1.0420363381212354
295.0,13.925356225677499,0.5954717639212653,0.0,0.0,1.7620840941243725e-06,0.0,0.0,1.042038107085091
296.0,13.925355752928652,0.5954731085652869,0.0,0.0,1.7482168436869889e-06,0.0,0.0,1.0420398622463216
297.0,13.925355281825187,0.5954744384094909,0.0,0.0,1.7342206221324324e-06,0.0,0.0,1.042041603475788
298.0,13.925354812371355,0.5954757533356121,0.0,0.0,1.7200957691527773e-06,0.0,0.0,1.0420433306446886
299.0,13.925354344571494,0.5954770532258068,0.0,0.0,1.7058426293028121e-06,0.0,0.0,1.0420450436245638
300.0,13.925353878430034,0.5954783379626573,0.0,0.0,1.6914615520071082e-06,0.0,0.0,1.0420467422873012
301.0,13.925353413951493,0.5954796074291764,0.0,0.0,1.6769528915666408e-06,0.0,0.0,1.04204842650514
302.0,13.925352951140477,0.5954808615088123,0.0,0.0,1.6623170071656734e-06,0.0,0.0,1.0420500961506762
303.0,13.925352490001677,0.5954821000854528,0.0,0.0,1.6475542628778199e-06,0.0,0.0,1.0420517510968677
304.0,13.925352030539871,0.59548332304343,0.0,0.0,1.6326650276723895e-06,0.0,0.0,1.0420533912170384
305.0,13.92535157275992,0.595484530267525,0.0,0.0,1.617649675420305e-06,0.0,0.0,1.042055016384884
306.0,13.925351116666768,0.5954857216429723,0.0,0.0,1.6025085848998161e-06,0.0,0.0,1.0420566264744766
307.0,13.925350662265442,0.5954868970554645,0.0,0.0,1.5872421398017079e-06,0.0,0.0,1.0420582213602692
308.0,13.925350209561053,0.5954880563911569,0.0,0.0,1.5718507287349437e-06,0.0,0.0,1.042059800917101
309.0,13.925349758558788,0.5954891995366718,0.0,0.0,1.556334745231641e-06,0.0,0.0,1.0420613650202024
310.0,13.925349309263916,0.5954903263791036,0.0,0.0,1.540694587751856e-06,0.0,0.0,1.0420629135452
311.0,13.925348861681785,0.595491436806023,0.0,0.0,1.5249306596879277e-06,0.0,0.0,1.042064446368121
312.0,13.925348415817819,0.5954925307054818,0.0,0.0,1.5090433693691968e-06,0.0,0.0,1.0420659633653986
313.0,13.925347971677521,0.5954936079660172,0.0,0.0,1.4930331300659786e-06,0.0,0.0,1.0420674644138768
314.0,13.925347529266467,0.595494668476657,0.0,0.0,1.4769003599935063e-06,0.0,0.0,1.042068949390815
315.0,13.92534708859031,0.5954957121269234,0.0,0.0,1.4606454823158623e-06,0.0,0.0,1.042070418173894
316.0,13.925346649654777,0.5954967388068382,0.0,0.0,1.444268925149174e-06,0.0,0.0,1.0420718706412198
317.0,13.925346212465666,0.5954977484069272,0.0,0.0,1.4277711215649423e-06,0.0,0.0,1.0420733066713288
318.0,13.925345777028845,0.5954987408182245,0.0,0.0,1.4111525095932362e-06,0.0,0.0,1.0420747261431933
319.0,13.925345343350257,0.5954997159322779,0.0,0.0,1.3944135322252145e-06,0.0,0.0,1.0420761289362261
320.0,13.925344911435914,0.5955006736411526,0.0,0.0,1.377554637415914e-06,0.0,0.0,1.0420775149302852
321.0,13.925344481291896,0.5955016138374363,0.0,0.0,1.360576278086392e-06,0.0,0.0,1.0420788840056794
322.0,13.925344052924352,0.5955025364142436,0.0,0.0,1.3434789121261976e-06,0.0,0.0,1.0420802360431725
323.0,13.925343626339496,0.5955034412652207,0.0,0.0,1.326263002395046e-06,0.0,0.0,1.042081570923989
324.0,13.92534320154361,0.59550432828455,0.0,0.0,1.308929016724329e-06,0.0,0.0,1.0420828885298186
325.0,13.925342778543042,0.5955051973669547,0.0,0.0,1.291477427918802e-06,0.0,0.0,1.0420841887428214
326.0,13.925342357344203,0.5955060484077032,0.0,0.0,1.2739087137578e-06,0.0,0.0,1.0420854714456327
327.0,13.925341937953567,0.5955068813026138,0.0,0.0,1.2562233569960654e-06,0.0,0.0,1.042086736521368
328.0,13.92534152037767,0.5955076959480594,0.0,0.0,1.2384218453645854e-06,0.0,0.0,1.0420879838536283
329.0,13.92534110462311,0.595508492240972,0.0,0.0,1.2205046715709761e-06,0.0,0.0,1.0420892133265047
330.0,13.925340690696547,0.5955092700788472,0.0,0.0,1.2024723332999327e-06,0.0,0.0,1.0420904248245833
331.0,13.925340278604699,0.5955100293597488,0.0,0.0,1.1843253332133751e-06,0.0,0.0,1.0420916182329505
332.0,13.925339868354342,0.5955107699823136,0.0,0.0,1.1660641789498426e-06,0.0,0.0,1.0420927934371982
333.0,13.925339459952312,0.5955114918457556,0.0,0.0,1.1476893831245947e-06,0.0,0.0,1.0420939503234279
